ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
PA0425,BRASIL CACAU -ANTI FRIZZ SHAMPO A-300ML  SULFATE FREE ,CADIVEU,SOINS CAPILLAIRES,2026,101496.02433333332,90448.62872599998,,,,62702.308509999995,84882.3205231111,"[2022, 2023, 2024, 2025]","[96506.018, 163851.756, 99222.652, 41413.665]",100248.52274999999,163851.756,41413.665,43364.6472339973,-57.086961146816776,4
