ref_article,designation,marque,famille,frequency,next_period,historical_periods,historical_sales,historical_quantities,sales_avg_forecast,sales_avg,sales_max,sales_min,sales_std,sales_trend_pct,qty_avg_forecast,qty_avg,qty_max,qty_min,qty_std,qty_trend_pct,data_points,sales_sma_forecast,sales_es_forecast,sales_lr_forecast,sales_xgb_forecast,sales_sma_metrics,sales_es_metrics,sales_lr_metrics,sales_xgb_metrics,qty_sma_forecast,qty_es_forecast,qty_lr_forecast,qty_xgb_forecast,qty_sma_metrics,qty_es_metrics,qty_lr_metrics,qty_xgb_metrics
TRBSA1.0,TEINT RB SANS AMONIAQUE 60ML 1.0,RENEE BLANCHE,COLORATION SANS AMMONIAQUE,yearly,2026,"[""2022"", ""2023"", ""2024"", ""2025""]","[5366.418, 7666.031, 7886.023, 4367.94]","[1328.0, 1872.0, 1747.0, 1016.0]",5776.182865674983,6321.603,7886.023,4367.94,1498.6722528106338,-18.606042242702678,1323.42265,1490.75,1872.0,1016.0,340.18037494835,-23.49397590361446,4,6639.998,5464.206332699998,5627.742499999935,5372.784629999998,"{""MAE"": 2604.884000000001, ""MSE"": 6785420.653456005, ""RMSE"": 2604.884000000001, ""MAPE"": 59.63644189251687, ""R2"": NaN}","{""MAE"": 2122.20411, ""MSE"": 4547171.04399538, ""RMSE"": 2132.4096801495207, ""MAPE"": 34.806653088106685, ""R2"": -0.7562138328656787}","{""MAE"": 1454.4240000000002, ""MSE"": 2149730.0426524505, ""RMSE"": 1466.1957722802404, ""MAPE"": 24.51952856513952, ""R2"": 0.042870741170206506}","{""MAE"": 654.978605, ""MSE"": 504254.4962455125, ""RMSE"": 710.1087918379214, ""MAPE"": 11.968465018397008, ""R2"": 0.7754896090778192}",1545.0,1286.4506,1225.5,1236.74,"{""MAE"": 633.0, ""MSE"": 400689.0, ""RMSE"": 633.0, ""MAPE"": 62.303149606299215, ""R2"": NaN}","{""MAE"": 450.5800000000001, ""MSE"": 222002.4678666667, ""RMSE"": 471.17137844596067, ""MAPE"": 32.675625352009845, ""R2"": -0.5576424282112571}","{""MAE"": 318.75, ""MSE"": 101651.175, ""RMSE"": 318.8278140313357, ""MAPE"": 22.63478443977697, ""R2"": 0.12159683467427251}","{""MAE"": 137.48499999999996, ""MSE"": 25571.06534999999, ""RMSE"": 159.9095536545581, ""MAPE"": 10.658503487328206, ""R2"": 0.7790315287138488}"
