ref_article,designation,marque,famille,frequency,next_period,historical_periods,historical_sales,historical_quantities,sales_avg_forecast,sales_avg,sales_max,sales_min,sales_std,sales_trend_pct,qty_avg_forecast,qty_avg,qty_max,qty_min,qty_std,qty_trend_pct,data_points,sales_sma_forecast,sales_es_forecast,sales_lr_forecast,sales_arima_forecast,sales_prophet_forecast,sales_xgb_forecast,sales_sma_metrics,sales_es_metrics,sales_lr_metrics,sales_arima_metrics,sales_prophet_metrics,sales_xgb_metrics,qty_sma_forecast,qty_es_forecast,qty_lr_forecast,qty_arima_forecast,qty_prophet_forecast,qty_xgb_forecast,qty_sma_metrics,qty_es_metrics,qty_lr_metrics,qty_arima_metrics,qty_prophet_metrics,qty_xgb_metrics
8006569716132,TEINT IALO 6.2 100ML,H. ZONE,IALO,yearly,2026,"[""2020"", ""2021"", ""2022"", ""2023"", ""2024"", ""2025""]","[1729.979, 4049.098, 2855.871, 3379.523, 5293.825, 6304.796]","[271.0, 699.0, 453.0, 456.0, 782.0, 953.0]",5930.396018591296,3935.515333333334,6304.796,1729.979,1517.1545147108636,264.44349902513267,868.6196788889866,602.3333333333334,953.0,271.0,230.24889914081146,251.66051660516607,6,4992.714666666667,4954.789409458999,6648.707133333199,6514.225009799746,6626.095482289173,5845.844409999993,"{""MAE"": 1609.5303333333331, ""MSE"": 3263993.1841663327, ""RMSE"": 1806.6524801871367, ""MAPE"": 29.706052723627124, ""R2"": -1.218083737216221}","{""MAE"": 1764.1574375800003, ""MSE"": 4008497.0077311033, ""RMSE"": 2002.1231250178155, ""MAPE"": 37.5014683631996, ""R2"": -1.5137069427132328}","{""MAE"": 634.3929523809508, ""MSE"": 549041.2158915756, ""RMSE"": 740.9731546362361, ""MAPE"": 18.279111487584764, ""R2"": 0.7614687302194214}","{""MAE"": 1443.4241597299551, ""MSE"": 2382389.4118114044, ""RMSE"": 1543.4990805994685, ""MAPE"": 46.048289328342825, ""R2"": -0.03503044045313097}","{""MAE"": 516.7919932901747, ""MSE"": 373779.4195653495, ""RMSE"": 611.375023668247, ""MAPE"": 14.422569927325934, ""R2"": 0.8376113177186731}","{""MAE"": 436.36268500000006, ""MSE"": 223527.84557119966, ""RMSE"": 472.78731536622223, ""MAPE"": 13.953368424025486, ""R2"": 0.9028881998433709}",730.3333333333334,747.663148,968.5333333333547,924.7175141403943,963.5207445268379,876.95,"{""MAE"": 217.8888888888889, ""MSE"": 70810.85185185185, ""RMSE"": 266.1030850100236, ""MAPE"": 25.44390453611563, ""R2"": -0.6660244445257752}","{""MAE"": 259.10776, ""MSE"": 97775.92005980799, ""RMSE"": 312.6914134731045, ""MAPE"": 34.247157027310344, ""R2"": -1.6234596139883615}","{""MAE"": 121.80952380952174, ""MSE"": 21085.403174601634, ""RMSE"": 145.20813742556453, ""MAPE"": 23.2098378660496, ""R2"": 0.6022714336913454}","{""MAE"": 244.4107601521376, ""MSE"": 74773.3430876913, ""RMSE"": 273.44714861868886, ""MAPE"": 45.66273308993128, ""R2"": -0.4104304431890229}","{""MAE"": 95.3491448072747, ""MSE"": 13022.901161431873, ""RMSE"": 114.11792655596172, ""MAPE"": 17.169327395482348, ""R2"": 0.7543523467289134}","{""MAE"": 82.46166666666666, ""MSE"": 7591.650316666666, ""RMSE"": 87.1300769921998, ""MAPE"": 16.992605600615892, ""R2"": 0.8568006420668538}"
