ref_article,designation,marque,famille,frequency,next_period,next_year,avg_forecast,trend_label,historical_periods,historical_values,historical_years,historical_values_list,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
HZT/7.33,TEINT IALO 7.33 100ML,H. ZONE,IALO,yearly,2026,2026,4041.217011542628,Uptrend,"[2020, 2021, 2022, 2023, 2024, 2025]","[996.9390000000001, 2632.293, 3493.5280000000002, 3289.581, 3999.323, 4005.837]","[2020, 2021, 2022, 2023, 2024, 2025]","[996.9390000000001, 2632.293, 3493.5280000000002, 3289.581, 3999.323, 4005.837]",3069.5835,4005.837,996.9390000000001,1037.3196387789944,301.81365158750936,6,3764.913666666667,3471.0257795039993,4963.746799999848,3965.181799999998,"{""MAE"": 729.2921111111109, ""MSE"": 582796.1141488516, ""RMSE"": 763.4108423050144, ""MAPE"": 19.87580529677495, ""R2"": -4.158508297262724}","{""MAE"": 1496.5879804800002, ""MSE"": 2346483.4929382754, ""RMSE"": 1531.823584143512, ""MAPE"": 44.406710936350215, ""R2"": -8.016849576889763}","{""MAE"": 395.66275238094204, ""MSE"": 221780.93607591846, ""RMSE"": 470.9362335560075, ""MAPE"": 20.197666043493765, ""R2"": 0.7938900243905447}","{""MAE"": 257.6695033333342, ""MSE"": 97221.83181355249, ""RMSE"": 311.8041561838977, ""MAPE"": 14.60990509891694, ""R2"": 0.9096478275439397}"
