ref_article,designation,marque,famille,frequency,next_period,historical_periods,historical_sales,historical_quantities,sales_avg_forecast,sales_avg,sales_max,sales_min,sales_std,sales_trend_pct,qty_avg_forecast,qty_avg,qty_max,qty_min,qty_std,qty_trend_pct,data_points,sales_sma_forecast,sales_es_forecast,sales_lr_forecast,sales_xgb_forecast,sales_sma_metrics,sales_es_metrics,sales_lr_metrics,sales_xgb_metrics,qty_sma_forecast,qty_es_forecast,qty_lr_forecast,qty_xgb_forecast,qty_sma_metrics,qty_es_metrics,qty_lr_metrics,qty_xgb_metrics
HZTT8.14,TEINT HZ TRESOR SA 8.14,H. ZONE,TRESOR,yearly,2026,"[""2021"", ""2022"", ""2023"", ""2024"", ""2025""]","[4928.278, 8098.369000000001, 5473.838, 6611.506, 4999.124]","[543.0, 897.0, 585.0, 665.0, 523.0]",5576.813125349168,6022.223,8098.369000000001,4928.278,1200.15082405971,1.4375406582177293,575.718605,642.6,897.0,523.0,136.20807611885573,-3.683241252302026,5,5694.822666666667,5496.323754729999,5618.671700000006,5497.434380000003,"{""MAE"": 1086.7289999999998, ""MSE"": 1593209.8340761107, ""RMSE"": 1262.2241615799117, ""MAPE"": 20.653740220440753, ""R2"": -1.4513035113654182}","{""MAE"": 1361.0231417500001, ""MSE"": 2993131.8986034873, ""RMSE"": 1730.0670214195425, ""MAPE"": 19.941017051978772, ""R2"": -1.0982658706678374}","{""MAE"": 1066.1716, ""MSE"": 1404172.3001063806, ""RMSE"": 1184.9777635493338, ""MAPE"": 17.53633281179921, ""R2"": 0.02512542011833041}","{""MAE"": 674.5353840000005, ""MSE"": 499372.0325865089, ""RMSE"": 706.6626016611526, ""MAPE"": 11.369507991565115, ""R2"": 0.6533010226483272}",591.0,580.5544199999999,561.0,570.32,"{""MAE"": 101.33333333333331, ""MSE"": 18610.222222222215, ""RMSE"": 136.419288307124, ""MAPE"": 19.17125509759101, ""R2"": -2.691771914743546}","{""MAE"": 142.67949999999996, ""MSE"": 36115.80634099999, ""RMSE"": 190.04159108205758, ""MAPE"": 19.54248274320927, ""R2"": -0.7976335547951166}","{""MAE"": 110.71999999999971, ""MSE"": 17072.960000000257, ""RMSE"": 130.66353737749586, ""MAPE"": 16.692234265377436, ""R2"": 0.07975576521722749}","{""MAE"": 70.62800000000001, ""MSE"": 5886.880720000003, ""RMSE"": 76.72601071344712, ""MAPE"": 11.02290377018048, ""R2"": 0.6826930981251185}"
