ref_article,designation,marque,famille,frequency,next_period,next_year,avg_forecast,trend_label,historical_periods,historical_values,historical_years,historical_values_list,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,arima_metrics,prophet_metrics,xgb_metrics
8006569144522,TEINT IALO 9.4 100ML,H. ZONE,IALO,yearly,2026,2026,1897.6370177351425,Uptrend,"[2020, 2021, 2022, 2023, 2024, 2025]","[1287.8410000000001, 1684.235, 2485.1710000000003, 916.997, 2051.246, 1939.458]","[2020, 2021, 2022, 2023, 2024, 2025]","[1287.8410000000001, 1684.235, 2485.1710000000003, 916.997, 2051.246, 1939.458]",1727.4913333333336,2485.1710000000003,916.997,512.4922795492198,50.59762812334752,6,1635.9003333333333,1800.456619174,2006.5857333333406,1996.5128136004562,2006.7100269697212,1939.6565800000035,"{""MAE"": 459.8390000000001, ""MSE"": 318378.5681985557, ""RMSE"": 564.2504481155116, ""MAPE"": 40.663633373029036, ""R2"": -0.222211876340773}","{""MAE"": 627.3433618800001, ""MSE"": 476234.6993596945, ""RMSE"": 690.0976013287501, ""MAPE"": 39.55757223953613, ""R2"": -0.7717867274118202}","{""MAE"": 363.5540507936487, ""MSE"": 244102.2213329461, ""RMSE"": 494.06702109425004, ""MAPE"": 26.436833541741983, ""R2"": 0.07061196543204051}","{""MAE"": 822.8054154368732, ""MSE"": 801436.0203268084, ""RMSE"": 895.2295908462859, ""MAPE"": 57.97616711430683, ""R2"": -2.051365299734653}","{""MAE"": 375.5472925088786, ""MSE"": 225445.13749462808, ""RMSE"": 474.8106332998747, ""MAPE"": 25.980525925798965, ""R2"": 0.14164642953719653}","{""MAE"": 220.32688500000063, ""MSE"": 80641.8843395289, ""RMSE"": 283.97514739767087, ""MAPE"": 16.597175864857817, ""R2"": 0.6929663237765222}"
