ref_article,designation,marque,famille,frequency,next_period,next_year,avg_forecast,trend_label,historical_periods,historical_values,historical_years,historical_values_list,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
6192488206020,KIT COLORATION RB SO COLOR 11.2,RENEE BLANCHE,MASS MARKET,yearly,2026,2026,29682.164826641758,Uptrend,"[2022, 2023, 2024, 2025]","[564.5360000000001, 32870.297, 36993.025, 22649.366]","[2022, 2023, 2024, 2025]","[564.5360000000001, 32870.297, 36993.025, 22649.366]",23269.306000000004,36993.025,564.5360000000001,14110.372051522438,3912.0321821814728,4,30837.562666666665,20507.0499899,40863.61050000042,26520.436149999954,"{""MAE"": 826.5866666666661, ""MSE"": 683245.5175111103, ""RMSE"": 826.5866666666661, ""MAPE"": 3.649491410340872, ""R2"": NaN}","{""MAE"": 21138.198396666667, ""MSE"": 592543864.3733822, ""RMSE"": 24342.223899499862, ""MAPE"": 63.28698927188064, ""R2"": -15.298335585516227}","{""MAE"": 11662.355000000465, ""MSE"": 137190689.26465186, ""RMSE"": 11712.842919831712, ""MAPE"": 567.1836539711744, ""R2"": 0.3109548059354127}","{""MAE"": 6271.2115650000005, ""MSE"": 51678376.30405196, ""RMSE"": 7188.767370283445, ""MAPE"": 464.24357823098495, ""R2"": 0.7404434876722856}"
