ref_article,designation,marque,famille,frequency,next_period,next_year,avg_forecast,trend_label,historical_periods,historical_values,historical_years,historical_values_list,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points,sma_forecast,es_forecast,lr_forecast,xgb_forecast,sma_metrics,es_metrics,lr_metrics,xgb_metrics
RBT/6.4,TEINT RENEE BLANCHE 6.4  60ML,RENEE BLANCHE,COLORATION 60ML,yearly,2026,2026,3212.334246599167,Downtrend,"[2021, 2022, 2023, 2024, 2025]","[13705.572, 5186.653, 4622.329, 3430.942, 3474.15]","[2021, 2022, 2023, 2024, 2025]","[13705.572, 5186.653, 4622.329, 3430.942, 3474.15]",6083.9292,13705.572,3430.942,3869.8864905998157,-74.65155047888553,5,3842.4736666666668,5428.892729729999,0.0,3577.970590000003,"{""MAE"": 2673.2003333333323, ""MSE"": 10152902.83592555, ""RMSE"": 3186.3620064150823, ""MAPE"": 77.74425157260495, ""R2"": -21752.136886619755}","{""MAE"": 6199.110321749999, ""MSE"": 41070219.83246927, ""RMSE"": 6408.605139378558, ""MAPE"": 147.04904989342756, ""R2"": -71.4243975806963}","{""MAE"": 2004.7454399998398, ""MSE"": 5102737.724365799, ""RMSE"": 2258.92401916616, ""MAPE"": 36.059830591779836, ""R2"": 0.659272808779094}","{""MAE"": 1039.0482860000013, ""MSE"": 2235235.7207825757, ""RMSE"": 1495.0704735170766, ""MAPE"": 14.90048226968263, ""R2"": 0.8507456918230024}"
