ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
PA0018,BRASIL CACAU - ANTI FRIZZ CONDITIONER -B- 300ML ,CADIVEU,SOINS CAPILLAIRES,2026,,,17814.85439999774,,,,17814.85439999774,"[2020, 2021, 2022, 2023, 2024, 2025]","[39557.788, 76721.454, 73031.849, 55198.958, 26895.479, 13635.863]",47506.8985,76721.454,13635.863,23092.015747981026,-65.529258107152,6
