ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
HZT/7.44,TEINT IALO 7.44 100ML,H. ZONE,IALO,2026,,,5360.791933333501,,,,5360.791933333501,"[2020, 2021, 2022, 2023, 2024, 2025]","[1174.3029999999999, 2894.716, 3796.5860000000002, 2622.866, 3595.498, 5261.629]",3224.266333333333,5261.629,1174.3029999999999,1244.2430656066451,348.064000517754,6
