ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
HZACSH300ML,H ZONE ARGAN ACTIVE SHAMPOO 300ML,H. ZONE,IALO,2023,,,0.0,,,,0.0,"[2021, 2022]","[7137.512, 2708.069]",4922.7905,7137.512,2708.069,2214.7214999999997,-62.05864172277398,2
