ref_article,designation,marque,famille,next_year,sma_forecast,es_forecast,lr_forecast,arima_forecast,prophet_forecast,xgb_forecast,avg_forecast,historical_years,historical_values,avg_sales,max_sales,min_sales,std_sales,trend_pct,data_points
HZKACOND1000ML,H ZONE KERATINE ACTIVE CONDITIONER 1000ML,H. ZONE,IALO,2023,,,0.0,,,,0.0,"[2021, 2022]","[2368.278, 451.101]",1409.6895,2368.278,451.101,958.5885,-80.95236285604983,2
